1	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.647093	0.650048	0.584365	0.581322	
2	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.647302	0.650281	0.584027	0.580956	
3	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.647511	0.650513	0.583692	0.580594	
4	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.647719	0.650744	0.583361	0.580237	
5	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.647926	0.650975	0.583032	0.579885	
6	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.648133	0.651205	0.582707	0.579537	
7	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.64834	0.651435	0.582386	0.579194	
8	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.648546	0.651663	0.582068	0.578856	
9	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.648751	0.651891	0.581753	0.578522	
10	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.648956	0.652118	0.581441	0.578194	
11	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.649161	0.652344	0.581133	0.57787	
12	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.649365	0.65257	0.580829	0.577551	
13	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.649568	0.652795	0.580528	0.577236	
14	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.649771	0.653019	0.580231	0.576927	
15	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.649974	0.653242	0.579937	0.576623	
16	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.650176	0.653464	0.579646	0.576323	
17	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.650377	0.653686	0.57936	0.576029	
18	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.650578	0.653907	0.579077	0.575739	
19	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.650778	0.654127	0.578797	0.575455	
20	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.650978	0.654346	0.578522	0.575176	
21	-0.8	0.622482	0.0400559	-0.0202773	-0.119379	-0.252888	0.622874	0.623008	0.624126	0.624587	0.0400559	-0.0202773	-0.119379	-0.252888	0.651177	0.654565	0.578249	0.574902	
